NODE_101_length_20688_cov_8.273155	
NODE_101_length_2111_cov_2.732055	Bacteria;uncultured bacterium 148
NODE_101_length_2319_cov_1.519179	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Candidatus Fonsibacter;Candidatus Fonsibacter ubiquis
NODE_101_length_2598_cov_3.100357	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Candidatus Methylopumilus;Candidatus Methylopumilus planktonicus
NODE_101_length_3646_cov_2.991034	Bacteria;Proteobacteria
NODE_101_length_3824_cov_2.447558	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
NODE_101_length_4456_cov_14.895867	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira lacus
NODE_101_length_4686_cov_2.509004	Bacteria
NODE_101_length_4749_cov_2.840111	
NODE_101_length_5144_cov_3.103612	
NODE_101_length_5520_cov_5.106743	
NODE_101_length_567_cov_2.602041	Bacteria;Actinobacteria
NODE_101_length_5803_cov_1.991792	Bacteria;Proteobacteria
NODE_101_length_5834_cov_3.260031	Eukaryota;Chordata;Mammalia;Rodentia;Muridae
NODE_101_length_5913_cov_10.369088	Bacteria;Proteobacteria;Betaproteobacteria
NODE_101_length_6167_cov_5.184236	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
NODE_101_length_6206_cov_3.876815	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae
NODE_101_length_8223_cov_3.111589	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae
NODE_101_length_8544_cov_21.359159	Bacteria
NODE_101_length_8762_cov_3.082671	Bacteria;Proteobacteria;Betaproteobacteria
NODE_101_length_9359_cov_2.780328	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
NODE_101_length_9895_cov_3.370646	Bacteria
NODE_101_length_99547_cov_21.546717	
NODE_102003_length_1795_cov_3.726437	Bacteria
NODE_10202_length_8074_cov_5.770545	
NODE_102051_length_1794_cov_6.196665	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum
NODE_102056_length_1794_cov_5.495687	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
NODE_102059_length_1794_cov_5.303623	
NODE_10206_length_8073_cov_8.946994	
NODE_102070_length_1794_cov_4.613571	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
NODE_1020_length_1899_cov_2.227223	
NODE_102121_length_1793_cov_9.405639	Bacteria
NODE_102124_length_1793_cov_7.294016	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
NODE_10213_length_8069_cov_36.491141	Bacteria;Proteobacteria
NODE_102145_length_1793_cov_4.669160	
NODE_102164_length_1793_cov_3.358458	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum sp. ME-1
NODE_102195_length_1792_cov_19.001727	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum
NODE_1021_length_1199_cov_3.074866	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae
NODE_1021_length_2116_cov_2.978911	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae
NODE_1021_length_30475_cov_18.973866	
NODE_102208_length_1792_cov_6.171560	Bacteria;Bacteroidetes
NODE_10222_length_8063_cov_11.495754	
NODE_102243_length_1792_cov_3.481865	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae
NODE_102260_length_1792_cov_2.826137	Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae
NODE_10227_length_8061_cov_6.256682	
NODE_102285_length_1791_cov_7.811636	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
NODE_10228_length_8061_cov_6.111292	
NODE_10229_length_8060_cov_7.288320	Bacteria
NODE_1022_length_2114_cov_3.452135	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;Desulfuromonas soudanensis
NODE_1022_length_30468_cov_22.540591	Bacteria
NODE_102328_length_1791_cov_3.895737	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae
NODE_102336_length_1791_cov_3.618664	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae
NODE_102359_length_1790_cov_48.915274	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae
NODE_102362_length_1790_cov_24.661095	Bacteria;Cyanobacteria;Chroococcales;Microcystaceae
NODE_102379_length_1790_cov_5.720461	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
NODE_102390_length_1790_cov_4.829395	Bacteria
NODE_102472_length_1789_cov_7.155133	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum
NODE_102490_length_1789_cov_4.832757	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
NODE_102494_length_1789_cov_4.596309	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
NODE_10249_length_8053_cov_11.501250	Bacteria;Proteobacteria
NODE_1024_length_2107_cov_3.699507	Bacteria
NODE_102500_length_1789_cov_4.409458	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales
NODE_102503_length_1789_cov_4.246251	Bacteria;Proteobacteria
NODE_102558_length_1788_cov_8.392383	Bacteria;Proteobacteria
NODE_102560_length_1788_cov_6.833237	Bacteria
NODE_102566_length_1788_cov_6.396422	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
NODE_102568_length_1788_cov_5.721293	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum
NODE_102570_length_1788_cov_5.573572	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales
NODE_102579_length_1788_cov_5.176572	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum
NODE_1025_length_2107_cov_3.198030	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter
NODE_102655_length_1787_cov_8.078522	Bacteria;Actinobacteria;Actinobacteria bacterium IMCC26103
NODE_102661_length_1787_cov_6.369515	Bacteria;Firmicutes
NODE_102678_length_1787_cov_4.625289	Bacteria;Proteobacteria
NODE_10267_length_8045_cov_6.378598	
NODE_10268_length_8045_cov_5.640551	
NODE_1026_length_2102_cov_3.219259	Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
NODE_1026_length_30420_cov_21.120402	Bacteria
NODE_10272_length_8044_cov_5.245838	
NODE_102735_length_1786_cov_23.843443	Bacteria;Proteobacteria
NODE_102739_length_1786_cov_19.397458	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
NODE_102759_length_1786_cov_6.016176	
NODE_102764_length_1786_cov_5.793183	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum
NODE_102768_length_1786_cov_5.322357	
NODE_102787_length_1786_cov_4.362218	Bacteria
NODE_102789_length_1786_cov_4.334489	Bacteria
NODE_1027_length_30415_cov_8.934420	
