Genomic bins	B7_22mMystic	B9_PosControlEColiMystic	A3_1mMystic	A7_9mMystic	B3_17mMystic	A5_5mMystic	H2_PosControlEBAlly	A4_3mMystic	B5_20mMystic	B1_13mMystic	A1_FB_ShallowInflow	B6_21mMystic	B2_15mMystic	H3_PosControlEMAlly	B4_19mMystic	A6_7mMystic	A8_11mMystic
bin.126	0.522176034513	0.000986500514267	1.18741386718	4.32288267984	0.970553734609	2.98385516741	0.0	1.17051049509	0.770925214183	3.09992865326	0.591700806556	0.627006956417	1.26853633351	0.00400200064535	0.724494251298	4.35357978419	3.9979038843
bin.89	0.107194951474	0.0	0.303588759444	4.94131469467	0.0978149512431	3.80503592701	0.0	0.306447259396	0.103219334016	2.51581378733	0.400506878963	0.118380097792	0.198921131086	0.0708412236783	0.113594209932	1.93811009631	7.3543815501
bin.20	0.644089219059	0.0	101.610907987	1.47436513496	0.820754959513	5.38952728916	0.0221338559396	95.3464508934	0.948033991955	1.76321267282	13.4000134018	0.731152578819	0.607842623647	0.0165235642518	0.872644853608	2.08147433561	1.69478923547
bin.4	0.045871467806	6.0364698633e-09	3.39795877515	0.0940564020248	0.0314840466823	1.94179594121	0.00173974331215	4.65223501073	0.0441207851738	0.0927109667723	26.2766033774	0.0314619994718	0.033613191163	2.2810518387	0.0735264724712	0.836784562124	0.0799772454793
bin.25	0.589145191863	0.0	9.68377516577	3.10479046422	0.728236058488	1.96467585518	0.00464532599859	9.97373582659	0.733638829463	1.84061763507	9.13923303408	0.667067966417	0.72686631136	1.50740304091	0.698486392802	2.8336566396	2.74950807157
bin.22	0.101773808534	0.0	19.1946490291	0.508457008277	0.104116816583	2.83789638344	0.0030385005627	18.6157968902	0.0876766181148	0.250593890762	11.6720491731	0.0783404536497	0.127073609259	0.00764320564668	0.0950393530135	0.78129263284	0.360245301906
bin.198	0.321222980387	0.0	2.19982562168	25.1091889673	0.399387875854	2.58797789515	0.0	2.05104160653	0.332392167771	6.15459982376	0.435675801341	0.374213264335	0.709875706573	0.025867953006	0.365656845343	22.8975329104	16.4672331056
bin.5	0.159753792441	0.0	11.6815882362	0.341562631559	0.167126253756	1.87423188283	0.0192062137955	16.6480972492	0.156346208523	0.262695638708	27.0944365423	0.205062589173	0.117428468419	0.0	0.16665866601	0.71472998777	0.441606487295
bin.6	1.41837791604	0.0	12.6324084975	4.54441097622	1.49294378011	4.98120367148	0.00647179832503	17.0695930988	1.53533843267	2.96973740282	27.1466293911	1.62770399138	0.997361958129	0.0674288811512	1.8243883224	6.35339028749	4.25488598458
bin.220	0.384437611168	0.0	0.24639235203	2.99467762109	0.975096129851	1.59682793398	0.0	0.240015592841	0.465428150824	2.73475354873	0.134289931336	0.438662606391	2.25078416055	0.020276380003	0.356384797519	1.49270541612	3.8345076379
bin.59	0.279588438587	0.00181405314227	12.5938369117	13.6136809719	0.408411096858	5.61521567429	0.00164672544365	12.6106939139	0.341341428996	4.38867740886	3.87057327439	0.314848649634	0.759033063074	0.0380928545244	0.303877862852	14.92427615	8.74463414812
bin.235	9.30497959562	0.0	0.00537503092496	0.00497513582019	19.1787213022	0.00813244212201	0.0	0.00790631896704	8.5405093622	0.0733561241995	0.110507653374	9.16925231913	0.806656453868	0.0	9.64800905453	0.00123559799282	0.0141352159691
bin.213	0.178658421072	0.0	0.16578730268	8.3799888401	0.423316847718	0.264255597578	0.00122017038496	0.167111230398	0.187030367158	3.88317886647	0.23900089507	0.189798762173	0.802689240586	0.00788653122294	0.204475707027	2.23635592495	11.5605164236
bin.214	17.0282397508	0.0113136908618	0.0363466661192	0.0369383265525	17.1055543575	0.0530389894684	0.00137059762289	0.0422072196787	26.317923656	48.2173757074	0.182924333807	20.6114039941	30.1844906659	0.00898979830209	26.7462237709	0.0506533858581	0.0983280147801
bin.218	11.8878562922	0.0	0.000918776591087	0.0122935670977	6.66918892291	0.0113848781868	0.0	0.00254583732696	10.8270309355	0.415536725768	0.0392423418306	11.4206011672	3.3131393267	0.00272961420439	12.204065105	0.00799460584864	0.03086320422
bin.228	1.63918027001	0.0	0.0155117704961	0.0238695629596	7.91880787003	0.404721000587	0.000880852642957	0.0157100854051	1.93975279501	0.900898809836	0.0538757168569	1.71578837534	8.26333191017	0.0036598470521	2.14709919681	0.0338886453836	0.038355964869
bin.102	63.6999419478	2.63382631363	0.109001202433	0.208851520359	134.473565563	0.17313365944	3.05537935825	0.108631419783	74.8875335809	13.4328925143	0.597643494411	77.4188140617	91.8294675561	0.295441795684	87.0937190042	0.165369511962	0.530254758629
bin.208	9.95983741124	0.00338960115822	0.00814322695296	0.0181349211768	5.53896726401	0.0174899226233	0.0	0.0151704751657	10.5098212246	0.0658808752012	0.118028051798	10.8425248696	1.26679239952	0.0102824933924	10.0039294857	0.0129906285449	0.0319692916283
bin.243	4.91886146663	0.00382757899685	0.0111876865496	0.0080895984774	6.9131819171	0.0122734132606	0.000751919738603	0.00839267862246	5.67415423259	0.522323028069	0.0355874134472	5.29188617315	5.05074320885	0.00139325410479	6.07915433218	0.00779407815717	0.0205130411333
bin.215	0.0542661491811	0.0	0.0608800139772	0.901108345416	0.0738759896543	1.12471834124	0.0	0.0582078259804	0.0550349264442	0.216309945755	0.0765951260889	0.0411819869396	0.125206057474	0.00549727179994	0.0454381789801	17.1651688641	0.341163561866
